195, 143, 296, 135, 295, 156, 192, 159
300, 136, 384, 127, 384, 153, 301, 154
391, 128, 465, 120, 467, 142, 392, 146
471, 122, 529, 115, 533, 138, 474, 141
540, 114, 622, 108, 625, 130, 543, 134
24, 197, 333, 176, 303, 265, 20, 285
379, 163, 797, 143, 795, 223, 378, 256
6, 316, 57, 315, 57, 334, 6, 334
77, 311, 127, 311, 127, 330, 76, 331
138, 309, 221, 306, 214, 327, 139, 328
224, 297, 271, 298, 271, 324, 225, 328
280, 302, 361, 294, 358, 322, 278, 324
373, 294, 499, 288, 501, 315, 376, 320
506, 291, 552, 292, 555, 312, 509, 324
560, 290, 608, 290, 611, 314, 561, 311
631, 278, 716, 281, 723, 309, 634, 312
748, 281, 797, 282, 798, 300, 754, 308
