35, 143, 490, 184, 480, 310, 19, 243
510, 193, 668, 246, 665, 346, 512, 324
687, 257, 916, 253, 926, 378, 686, 351
61, 305, 209, 324, 205, 357, 50, 347
253, 324, 478, 335, 478, 403, 254, 375
492, 357, 565, 370, 559, 412, 493, 402
572, 371, 678, 370, 674, 427, 580, 410
689, 384, 779, 381, 779, 441, 689, 428
789, 400, 906, 398, 912, 454, 795, 448
93, 391, 242, 400, 241, 443, 95, 433
268, 409, 339, 407, 326, 452, 270, 460
349, 422, 510, 431, 510, 474, 343, 456
582, 454, 783, 474, 786, 502, 582, 484
809, 474, 945, 487, 950, 512, 811, 506
