18, 74, 18, 74, 1127, 34, 1160, 186
1051, 216, 1194, 201, 1194, 262, 1060, 267
968, 442, 965, 364, 998, 364, 998, 439
973, 336, 1013, 297, 1028, 321, 1000, 360
1033, 279, 1109, 277, 1109, 321, 1036, 321
1134, 309, 1176, 411, 1142, 415, 1112, 333
88, 583, 314, 566, 319, 602, 91, 625
592, 521, 685, 521, 689, 557, 593, 565
686, 523, 815, 515, 815, 554, 689, 557
962, 497, 1028, 488, 1028, 521, 965, 527
1025, 484, 1088, 484, 1094, 514, 1030, 520
1091, 491, 1151, 481, 1152, 509, 1087, 518
1145, 479, 1200, 478, 1202, 503, 1149, 508
124, 646, 379, 619, 379, 659, 120, 688
406, 607, 674, 589, 683, 631, 404, 652
764, 565, 838, 563, 842, 607, 764, 611
850, 556, 968, 551, 971, 595, 853, 604
976, 556, 1084, 545, 1089, 586, 986, 599
145, 704, 377, 685, 380, 724, 145, 749
466, 671, 809, 629, 820, 679, 458, 715
842, 622, 979, 605, 980, 653, 848, 667
1000, 607, 1224, 592, 1223, 634, 998, 644
