138, 27, 587, 4, 585, 150, 135, 190
584, 23, 743, 25, 738, 151, 578, 185
191, 191, 301, 187, 301, 237, 193, 236
306, 186, 380, 185, 380, 240, 305, 240
389, 201, 475, 199, 473, 249, 388, 245
482, 203, 553, 207, 551, 243, 480, 240
556, 193, 609, 195, 608, 254, 554, 251
617, 204, 728, 199, 728, 243, 613, 242
161, 244, 270, 245, 269, 293, 161, 295
267, 253, 361, 251, 362, 294, 269, 295
364, 249, 440, 251, 444, 294, 367, 302
451, 260, 516, 258, 514, 300, 454, 297
545, 262, 664, 265, 661, 300, 544, 299
