308, 53, 368, 46, 375, 76, 310, 83
315, 110, 374, 105, 377, 131, 316, 138
79, 268, 135, 267, 135, 296, 78, 298
146, 260, 206, 260, 205, 293, 142, 291
211, 258, 284, 251, 284, 274, 208, 285
333, 251, 364, 250, 365, 267, 330, 270
363, 249, 402, 245, 402, 267, 367, 271
404, 243, 490, 231, 490, 255, 404, 265
88, 317, 202, 292, 197, 370, 92, 372
219, 292, 383, 286, 388, 355, 220, 371
405, 282, 625, 260, 625, 287, 405, 306
470, 304, 623, 292, 623, 315, 472, 329
78, 403, 116, 399, 117, 420, 74, 423
116, 402, 165, 393, 163, 423, 117, 422
159, 396, 185, 392, 185, 415, 159, 418
183, 390, 221, 389, 221, 416, 181, 420
224, 393, 287, 380, 287, 412, 222, 421
285, 392, 321, 383, 321, 407, 285, 410
334, 366, 420, 362, 418, 417, 332, 421
424, 346, 504, 348, 505, 408, 429, 413
513, 351, 623, 347, 623, 400, 516, 411
