98, 230, 127, 230, 128, 261, 98, 261
135, 229, 190, 227, 188, 256, 133, 260
191, 229, 244, 225, 245, 256, 193, 254
270, 214, 371, 210, 369, 241, 266, 241
375, 210, 507, 208, 511, 233, 377, 239
106, 279, 135, 277, 135, 310, 105, 310
139, 276, 195, 277, 196, 303, 136, 308
202, 266, 249, 270, 249, 301, 200, 302
270, 260, 291, 260, 291, 277, 267, 277
294, 257, 345, 256, 345, 273, 296, 274
346, 258, 389, 255, 389, 271, 346, 274
389, 251, 427, 253, 427, 268, 388, 271
427, 250, 478, 250, 478, 268, 427, 272
480, 250, 508, 250, 507, 268, 480, 269
315, 282, 403, 278, 405, 298, 312, 302
414, 278, 519, 270, 520, 287, 411, 294
441, 298, 467, 299, 467, 315, 440, 316
