126, 113, 228, 114, 233, 185, 122, 189
293, 113, 450, 115, 451, 177, 290, 178
459, 121, 504, 118, 504, 136, 458, 140
469, 139, 488, 139, 489, 149, 472, 151
458, 155, 504, 154, 505, 172, 460, 175
172, 206, 227, 200, 227, 235, 172, 241
226, 217, 288, 207, 289, 245, 234, 239
308, 218, 365, 208, 365, 244, 312, 238
365, 212, 395, 203, 399, 242, 362, 248
204, 264, 242, 258, 238, 299, 201, 294
247, 268, 282, 266, 276, 298, 246, 298
283, 268, 387, 258, 389, 297, 278, 301
223, 318, 295, 321, 295, 344, 227, 347
301, 320, 353, 316, 353, 344, 300, 346
436, 313, 486, 313, 486, 325, 437, 326
429, 328, 484, 328, 486, 344, 429, 349
