148, 173, 171, 174, 171, 184, 149, 188
173, 171, 199, 168, 198, 189, 172, 189
296, 166, 320, 164, 324, 184, 296, 187
323, 168, 345, 168, 345, 183, 322, 183
458, 163, 485, 160, 485, 175, 458, 177
485, 162, 511, 161, 511, 177, 485, 177
148, 195, 189, 188, 189, 210, 149, 212
189, 193, 215, 190, 215, 210, 187, 212
219, 195, 249, 187, 251, 218, 216, 217
251, 194, 302, 183, 298, 212, 254, 215
306, 194, 388, 188, 389, 212, 305, 217
394, 182, 520, 186, 520, 208, 390, 210
146, 232, 303, 230, 300, 288, 146, 282
316, 219, 520, 218, 520, 280, 312, 285
189, 286, 355, 281, 358, 319, 189, 319
361, 290, 472, 291, 472, 318, 360, 320
201, 323, 261, 320, 263, 360, 198, 362
278, 322, 351, 321, 351, 379, 280, 372
359, 329, 471, 325, 470, 364, 362, 367
229, 373, 275, 375, 273, 398, 229, 399
275, 376, 352, 372, 352, 398, 275, 400
354, 375, 411, 376, 413, 402, 355, 401
412, 378, 441, 378, 442, 400, 411, 401
