264, 5, 712, 8, 711, 92, 270, 91
272, 109, 382, 111, 382, 135, 273, 133
390, 111, 418, 110, 420, 135, 391, 135
423, 109, 486, 109, 487, 139, 426, 142
494, 109, 568, 108, 566, 137, 495, 134
574, 112, 701, 112, 701, 140, 572, 136
41, 181, 264, 182, 261, 250, 42, 256
285, 181, 523, 179, 524, 247, 287, 252
548, 187, 699, 184, 700, 248, 550, 248
87, 253, 238, 254, 237, 313, 89, 313
262, 253, 309, 251, 309, 310, 261, 311
332, 268, 448, 267, 449, 311, 333, 315
471, 251, 654, 253, 654, 324, 469, 313
149, 327, 327, 332, 327, 370, 148, 373
415, 326, 596, 333, 596, 365, 417, 370
80, 398, 648, 398, 648, 449, 80, 448
