294, 289, 340, 288, 340, 312, 294, 314
345, 286, 408, 286, 407, 306, 348, 307
412, 285, 468, 285, 471, 305, 416, 308
474, 286, 539, 282, 538, 303, 479, 304
548, 280, 584, 281, 584, 301, 547, 305
589, 281, 606, 281, 606, 300, 589, 300
609, 278, 653, 278, 653, 301, 610, 302
284, 312, 335, 312, 335, 329, 284, 335
376, 311, 440, 311, 439, 331, 378, 332
511, 308, 564, 307, 564, 321, 511, 324
608, 306, 661, 306, 661, 322, 609, 324
282, 340, 345, 335, 347, 353, 281, 355
350, 336, 370, 335, 370, 350, 350, 353
377, 336, 476, 328, 476, 343, 375, 351
479, 332, 503, 331, 502, 344, 478, 345
508, 330, 580, 326, 580, 343, 507, 347
580, 327, 604, 328, 603, 337, 579, 341
609, 327, 685, 321, 690, 339, 608, 342
690, 323, 717, 323, 718, 337, 690, 339
