218, 96, 565, 97, 569, 223, 224, 217
209, 281, 499, 283, 499, 346, 215, 341
263, 383, 551, 370, 553, 436, 271, 434
388, 476, 577, 473, 578, 527, 388, 530
217, 586, 319, 580, 319, 629, 212, 623
320, 581, 400, 577, 398, 617, 322, 620
400, 577, 481, 575, 476, 611, 403, 614
487, 577, 553, 569, 550, 607, 488, 608
211, 649, 337, 650, 340, 698, 217, 696
340, 655, 368, 655, 370, 693, 346, 698
379, 659, 454, 653, 455, 689, 380, 702
457, 643, 532, 644, 532, 686, 463, 692
535, 647, 568, 647, 572, 677, 533, 680
