425, 567, 503, 565, 505, 592, 421, 596
510, 566, 587, 566, 587, 590, 508, 590
399, 593, 609, 590, 611, 643, 399, 651
371, 650, 579, 646, 582, 668, 370, 673
356, 682, 414, 681, 414, 710, 356, 712
418, 683, 520, 678, 523, 708, 421, 714
420, 679, 519, 678, 519, 714, 423, 710
524, 671, 601, 673, 603, 701, 526, 702
366, 714, 426, 702, 426, 743, 366, 744
425, 708, 471, 712, 471, 739, 426, 739
471, 714, 537, 712, 538, 733, 471, 734
536, 704, 563, 704, 568, 734, 541, 734
370, 741, 479, 741, 483, 774, 376, 770
483, 743, 590, 738, 593, 773, 482, 775
599, 735, 627, 735, 631, 767, 596, 768
