42, 115, 136, 117, 137, 143, 43, 147
146, 119, 231, 119, 231, 143, 146, 145
241, 119, 283, 119, 284, 143, 240, 148
293, 114, 355, 115, 355, 141, 292, 145
364, 110, 431, 110, 434, 143, 365, 147
51, 156, 82, 156, 82, 175, 52, 175
86, 156, 124, 156, 126, 172, 84, 172
128, 154, 148, 154, 146, 172, 128, 172
150, 153, 186, 152, 186, 174, 149, 173
189, 150, 254, 150, 256, 172, 191, 173
259, 149, 280, 150, 279, 172, 258, 172
281, 151, 296, 152, 296, 173, 281, 172
296, 154, 317, 154, 320, 170, 299, 170
321, 155, 377, 152, 379, 171, 326, 175
380, 149, 421, 152, 424, 170, 381, 170
