427, 101, 443, 101, 443, 111, 428, 112
446, 100, 464, 100, 465, 112, 448, 113
310, 149, 371, 148, 371, 176, 313, 177
374, 148, 464, 147, 466, 173, 373, 176
347, 180, 433, 176, 435, 206, 345, 209
323, 217, 388, 214, 388, 243, 324, 243
388, 212, 427, 213, 429, 237, 389, 238
428, 215, 462, 215, 462, 239, 429, 240
334, 253, 409, 253, 414, 272, 334, 277
417, 251, 451, 251, 450, 271, 417, 271
363, 280, 387, 280, 387, 291, 366, 291
388, 280, 420, 280, 421, 289, 387, 291
370, 295, 414, 294, 415, 305, 372, 305
308, 324, 354, 324, 354, 335, 311, 337
310, 337, 354, 334, 354, 351, 312, 354
409, 437, 446, 434, 449, 453, 411, 453
446, 434, 476, 434, 478, 448, 450, 448
310, 133, 323, 133, 322, 147, 310, 148
