139, 164, 254, 182, 254, 216, 128, 199
290, 193, 417, 208, 412, 242, 286, 226
158, 231, 422, 266, 416, 296, 153, 262
43, 257, 233, 283, 222, 315, 25, 296
238, 285, 337, 297, 329, 333, 228, 318
339, 299, 449, 310, 449, 344, 331, 325
453, 313, 470, 313, 468, 345, 449, 343
468, 316, 560, 322, 555, 361, 467, 346
61, 312, 112, 318, 100, 353, 45, 347
121, 316, 205, 325, 196, 362, 105, 354
211, 326, 320, 339, 310, 377, 198, 363
324, 341, 385, 347, 375, 383, 317, 378
387, 350, 499, 362, 497, 397, 384, 385
7, 358, 80, 366, 75, 389, 3, 379
129, 365, 248, 377, 241, 404, 121, 391
266, 378, 398, 391, 393, 418, 258, 409
147, 400, 390, 422, 390, 441, 142, 430
