206, 171, 347, 172, 347, 201, 207, 198
355, 167, 489, 168, 489, 197, 356, 197
243, 241, 292, 241, 294, 261, 245, 262
309, 241, 331, 241, 331, 261, 311, 261
341, 240, 438, 238, 436, 266, 339, 265
245, 286, 294, 287, 296, 307, 247, 309
309, 285, 331, 285, 333, 307, 311, 310
341, 286, 437, 285, 437, 311, 340, 312
248, 329, 297, 327, 298, 348, 248, 351
311, 329, 335, 329, 335, 350, 309, 351
341, 331, 425, 329, 423, 355, 340, 353
251, 373, 302, 374, 302, 391, 253, 392
311, 375, 333, 373, 337, 393, 311, 394
312, 374, 336, 374, 337, 392, 312, 393
342, 375, 402, 376, 403, 393, 343, 393
254, 416, 301, 415, 303, 435, 252, 437
310, 415, 364, 416, 367, 437, 303, 436
377, 418, 399, 419, 401, 435, 379, 436
404, 416, 524, 414, 523, 442, 406, 439
