156, 113, 335, 108, 334, 176, 154, 178
351, 126, 465, 134, 461, 182, 346, 196
478, 136, 618, 145, 624, 191, 477, 187
663, 149, 798, 162, 796, 200, 669, 198
140, 189, 299, 197, 294, 250, 123, 244
311, 199, 438, 209, 438, 255, 306, 250
450, 211, 638, 220, 650, 270, 454, 259
693, 221, 795, 222, 798, 265, 699, 270
314, 283, 354, 283, 354, 306, 313, 306
358, 286, 380, 287, 382, 304, 362, 308
398, 280, 483, 282, 488, 317, 397, 317
34, 356, 465, 366, 466, 433, 17, 431
465, 356, 540, 360, 544, 437, 469, 440
539, 364, 636, 369, 643, 438, 543, 437
