1043, 653, 1289, 650, 1283, 728, 1040, 710
1295, 667, 1352, 667, 1355, 721, 1298, 721
1367, 664, 1544, 664, 1538, 739, 1364, 736
1013, 736, 1268, 733, 1268, 796, 1004, 793
1271, 742, 1361, 742, 1361, 814, 1271, 811
854, 787, 1031, 796, 1031, 856, 860, 856
1043, 808, 1280, 820, 1280, 877, 1046, 865
1298, 823, 1490, 832, 1481, 904, 1295, 880
848, 931, 1118, 919, 1109, 1009, 854, 1000
1124, 952, 1316, 949, 1313, 1006, 1124, 1015
1316, 967, 1442, 961, 1442, 1018, 1310, 1018
1442, 973, 1514, 976, 1517, 1009, 1445, 1012
