339, 143, 566, 157, 567, 189, 342, 181
169, 174, 525, 193, 523, 239, 170, 224
525, 197, 683, 196, 683, 237, 522, 238
178, 237, 245, 240, 245, 258, 177, 258
247, 239, 322, 238, 320, 264, 250, 262
327, 237, 381, 238, 381, 263, 326, 263
383, 242, 454, 244, 456, 260, 383, 263
459, 245, 533, 245, 533, 266, 457, 268
533, 246, 563, 246, 570, 264, 532, 264
569, 246, 591, 246, 593, 264, 571, 264
592, 246, 646, 243, 647, 263, 594, 264
647, 247, 671, 247, 671, 266, 646, 266
666, 247, 686, 249, 687, 264, 668, 265
341, 265, 389, 262, 389, 289, 344, 289
392, 273, 421, 273, 424, 286, 390, 295
443, 270, 516, 264, 517, 286, 445, 291
528, 269, 567, 270, 567, 289, 527, 292
