389, 116, 489, 128, 490, 154, 387, 155
498, 119, 618, 130, 618, 161, 492, 156
466, 240, 507, 240, 509, 254, 466, 256
511, 242, 562, 242, 564, 256, 510, 255
168, 282, 189, 281, 189, 291, 171, 291
190, 282, 222, 282, 222, 290, 191, 291
226, 280, 270, 281, 271, 294, 225, 296
266, 266, 301, 265, 299, 279, 266, 280
181, 294, 233, 292, 235, 311, 181, 311
235, 293, 298, 293, 301, 310, 234, 310
195, 317, 231, 317, 232, 326, 193, 328
233, 315, 256, 315, 258, 327, 233, 327
606, 233, 677, 230, 680, 249, 608, 248
680, 233, 762, 232, 764, 254, 680, 252
737, 336, 750, 334, 749, 362, 737, 363
740, 299, 752, 299, 751, 333, 738, 334
761, 273, 794, 272, 795, 287, 762, 288
