427, 125, 475, 125, 473, 151, 428, 156
475, 124, 522, 126, 522, 121, 523, 154
523, 123, 541, 123, 541, 152, 522, 152
540, 119, 610, 119, 611, 152, 539, 153
441, 159, 464, 157, 464, 176, 442, 178
464, 159, 534, 156, 535, 177, 462, 177
534, 157, 553, 157, 553, 174, 536, 174
557, 157, 597, 156, 596, 174, 555, 175
476, 179, 506, 179, 506, 194, 476, 196
509, 179, 562, 180, 562, 192, 511, 195
393, 216, 561, 217, 561, 246, 391, 247
568, 216, 653, 214, 653, 248, 566, 249
424, 253, 455, 253, 453, 272, 422, 272
461, 253, 532, 253, 532, 271, 458, 271
536, 251, 610, 248, 610, 269, 536, 270
456, 275, 485, 275, 486, 294, 459, 294
490, 274, 565, 274, 565, 295, 491, 295
