306, 79, 651, 68, 652, 143, 299, 158
460, 147, 648, 149, 650, 203, 454, 206
328, 222, 396, 221, 396, 248, 326, 249
400, 219, 468, 216, 468, 240, 402, 245
471, 220, 487, 220, 489, 244, 470, 243
492, 216, 538, 215, 542, 238, 492, 243
544, 214, 607, 213, 611, 242, 546, 244
38, 404, 71, 404, 71, 430, 40, 433
72, 403, 149, 402, 153, 432, 71, 436
151, 405, 228, 404, 233, 434, 151, 431
233, 403, 295, 403, 302, 434, 233, 432
302, 405, 438, 404, 439, 437, 301, 436
449, 411, 568, 409, 568, 439, 447, 437
571, 409, 695, 407, 697, 441, 574, 443
