63, 121, 98, 120, 100, 129, 65, 128
180, 112, 249, 113, 251, 125, 182, 125
260, 113, 330, 112, 336, 125, 255, 126
200, 132, 250, 132, 250, 137, 200, 139
256, 134, 278, 132, 278, 138, 256, 138
284, 130, 318, 131, 318, 137, 282, 138
43, 194, 80, 195, 78, 204, 44, 203
110, 192, 213, 191, 213, 203, 114, 205
219, 194, 271, 191, 271, 206, 218, 205
278, 190, 341, 197, 340, 203, 276, 204
352, 195, 412, 195, 412, 201, 356, 201
437, 182, 453, 185, 453, 209, 434, 213
472, 196, 515, 196, 515, 202, 472, 203
42, 255, 71, 250, 71, 281, 46, 283
86, 262, 147, 261, 148, 267, 148, 273
193, 254, 285, 256, 286, 275, 196, 278
298, 253, 429, 254, 429, 273, 296, 274
