272, 141, 449, 156, 451, 220, 272, 205
481, 157, 746, 186, 746, 236, 468, 216
766, 177, 902, 202, 904, 255, 767, 241
503, 229, 568, 235, 568, 268, 501, 263
585, 235, 689, 243, 689, 273, 576, 271
269, 258, 397, 271, 397, 304, 270, 295
414, 270, 625, 290, 623, 321, 412, 308
634, 285, 782, 293, 784, 329, 634, 319
794, 295, 904, 303, 909, 333, 795, 333
269, 323, 386, 319, 385, 372, 269, 361
407, 322, 563, 333, 561, 380, 399, 370
565, 338, 704, 338, 704, 386, 570, 391
712, 351, 885, 348, 888, 393, 716, 391
263, 395, 508, 399, 503, 500, 258, 485
528, 401, 896, 423, 892, 510, 534, 488
503, 509, 665, 517, 665, 562, 506, 557
232, 541, 315, 546, 316, 566, 234, 566
