33, 55, 386, 47, 400, 214, 140, 245
415, 69, 929, 71, 953, 221, 472, 213
189, 257, 439, 257, 439, 325, 199, 329
447, 268, 541, 272, 545, 327, 479, 330
559, 265, 761, 266, 768, 324, 560, 326
204, 349, 294, 348, 297, 373, 217, 376
300, 347, 396, 347, 398, 376, 314, 376
400, 348, 476, 340, 488, 377, 404, 380
489, 347, 554, 342, 565, 375, 493, 378
564, 344, 666, 343, 680, 375, 574, 377
680, 346, 773, 350, 783, 374, 687, 377
199, 393, 350, 393, 351, 421, 206, 421
365, 391, 502, 384, 508, 416, 366, 417
515, 389, 627, 391, 628, 421, 516, 419
635, 390, 724, 389, 728, 419, 635, 420
728, 393, 796, 392, 802, 415, 730, 417
140, 446, 246, 446, 249, 473, 145, 477
262, 443, 365, 442, 365, 472, 268, 481
370, 445, 446, 442, 448, 472, 374, 475
483, 441, 679, 441, 688, 465, 485, 470
711, 441, 858, 436, 862, 463, 712, 463
182, 503, 335, 500, 335, 530, 187, 547
351, 493, 528, 491, 540, 528, 344, 535
555, 489, 743, 486, 748, 524, 559, 525
755, 491, 849, 483, 855, 520, 763, 524
