239, 312, 321, 333, 317, 362, 239, 346
333, 338, 418, 346, 413, 383, 333, 365
448, 364, 525, 378, 519, 406, 449, 395
535, 382, 611, 388, 605, 425, 537, 412
237, 374, 382, 399, 372, 451, 235, 426
390, 403, 483, 430, 477, 469, 387, 452
495, 435, 592, 459, 580, 492, 491, 470
239, 443, 371, 468, 369, 499, 231, 469
380, 464, 454, 488, 451, 515, 378, 501
456, 491, 569, 517, 564, 537, 457, 516
105, 322, 122, 326, 118, 348, 103, 348
214, 344, 232, 348, 231, 370, 207, 366
609, 450, 628, 456, 626, 477, 602, 475
112, 387, 155, 336, 160, 355, 124, 400
173, 345, 207, 412, 191, 413, 165, 358
107, 395, 120, 399, 133, 455, 115, 462
190, 415, 202, 420, 181, 475, 169, 469
147, 362, 175, 366, 175, 378, 149, 373
142, 371, 181, 380, 176, 391, 143, 384
332, 503, 398, 518, 395, 531, 328, 519
265, 486, 321, 501, 317, 514, 263, 501
