355, 69, 565, 68, 564, 110, 355, 110
581, 65, 683, 65, 680, 108, 580, 109
254, 197, 444, 135, 444, 278, 267, 302
441, 121, 601, 156, 597, 273, 449, 280
603, 127, 744, 127, 743, 287, 603, 283
748, 140, 920, 151, 910, 313, 750, 283
687, 321, 903, 324, 901, 357, 688, 352
532, 313, 665, 313, 666, 375, 528, 380
462, 384, 521, 382, 519, 464, 463, 466
530, 318, 665, 319, 664, 380, 526, 377
468, 386, 521, 385, 518, 461, 462, 465
532, 384, 729, 390, 730, 469, 533, 469
739, 385, 850, 389, 850, 469, 738, 469
357, 444, 441, 407, 443, 438, 367, 475
275, 491, 446, 488, 442, 565, 264, 546
515, 496, 689, 499, 688, 555, 515, 547
744, 498, 859, 483, 856, 549, 742, 552
