4, 129, 85, 125, 85, 142, 4, 148
100, 120, 170, 115, 170, 132, 102, 138
172, 113, 264, 105, 266, 125, 173, 135
533, 79, 782, 51, 787, 79, 534, 102
3, 154, 152, 139, 170, 201, 6, 215
190, 137, 766, 91, 770, 159, 189, 198
164, 210, 247, 206, 247, 233, 163, 236
254, 203, 373, 200, 373, 227, 254, 234
383, 195, 430, 194, 430, 220, 385, 223
443, 193, 478, 193, 477, 216, 441, 218
491, 187, 534, 183, 533, 215, 487, 218
12, 248, 73, 249, 72, 275, 9, 282
78, 250, 139, 246, 143, 273, 78, 275
148, 247, 231, 245, 235, 272, 149, 275
244, 243, 347, 235, 347, 262, 247, 267
356, 235, 403, 231, 403, 259, 352, 263
409, 232, 497, 226, 497, 256, 407, 259
505, 225, 618, 219, 615, 245, 503, 254
619, 220, 667, 213, 667, 246, 625, 247
670, 211, 762, 207, 762, 242, 673, 245
44, 288, 185, 278, 189, 306, 38, 310
201, 279, 356, 278, 356, 300, 200, 300
370, 272, 534, 265, 536, 290, 365, 301
545, 265, 656, 264, 656, 289, 547, 297
669, 258, 767, 253, 775, 285, 667, 287
6, 292, 33, 292, 35, 310, 6, 311
